,title,price,link_item,discount,sales,brand,category,revenue
10,Combo máy đọc sách Kindle 2022 (11th) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,2750000,https://tiki.vn/combo-may-doc-sach-kindle-2022-11th-tang-kem-bao-da-cover-hang-nhap-khau-p209927605.html?spid=209927618,-12%,111.0,Kindle,maydocsach,305250000.0
11,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - 16Gb và Bao da - Hàng nhập khẩu,3830000,https://tka.tiki.vn/pixel/pixel?data=7F2f0ZCpPuXXGeiHM_Mvb63ZotacecdnQH7130-JdgV7taOcSxaHcnMt_eQO0BC0tvOUf0Qx7BZTUlRdoUCiLoLGZOp7snrrUUPOyKuUdkRMm8YsoW0kUmGTFvDzi3jdNDum2GJCQ1M0UJtPG47XRQClSj2DgJ6TsVG8DpSeU6ltnn3KWGxwORi2QwPxGYkaRLV60Udy3uf2Iu8ZJU9XqNlw9EO0Gxk-Ueb1sqegRPrJsZes-gOQq8jN4xVMg0xZR5MD_o83VhMBDMfQJcD7J2kbhd8ghp4QtnCs6f7IxUge2R7QyuolP1-L0CIMwMS87-H_16rsIvi_ptLFVTUtdi27Y-ZcjgwGIp7EylIF1cYAG1FT_viLRXjtwg7O8NZgfI2aiDYlyxcmy028Rzs-AXWzaW-3Zc_FuQZea6yx0s32O47ZDOug5Z0eis5OwWu1KZADEcY5qZpvybAqjNp6dTTaNvE6Y3ehTDfukQ-HXeKl6eNUZIwlTDbtTaYXBTBATOGEWLrPifALs_nBMaoU1ZjE00j9Ovuujmt09Qym7SXluShTzT-dOEPC2W-DBS2p_7IA_6f7YITIhJzvkl82p_cdzRTl9behJnmMk_-JkRvKh5ZpR0j7ua_p0whRYa90k2XRSkRswMYgpxBDHseqa1ryhNmtlMqXhp6can9GzqfaAQKF85fqbia1KXuw4FghpMiRnbDleRSedmxVtp04uS08YSjs19-W6bJeoMOBoGYkg9nh73BT14m3b2SM3d7bhmSAD5XHelZWjaXxhSm6FgORYEnkNk-eiLbsTNVyMbUh2TfYp4Ad-KbOXy1RF17POq1dVbKcUCsX5G84Nfx3bagTpbLtpqYXBDQiA4FgmkPnCfg0LnsyxyheXd5AxvAwPMVy-8LaR9Peh7c5Z5b7shApr1jHsiWeHT_TS4TaSXfThPhfM_-hXopLOEhrYwdHLx8064_0yW0DBLqHHDc3RLxC1oC1e7ikCsptdpIOxgDb1t1hE7HFP2-AP5IUQWL2GkDq_KosAKrsivNPsZywlzDc_HlTttvsB16OmPlxdOgHh04YZT8y9zv6gO4-gevZ5I-uveBBAzlW2wdR8nZveMSjFUmtsDqYuutn32xnr9-iN2kIyziBpHD0r3lic75PnY2xkA&reqid=qGloxPBeRrzan03I&type=CLICK&pos=11,-11%,7.0,Kindle,maydocsach,26810000.0
12,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th) KIDS EDITTION (KHÔNG QUẢNG CÁO) và Bao da - Hàng chính hãng,4161300,https://tka.tiki.vn/pixel/pixel?data=k6S9pR1MNjpMdtSYfGoNFomHjkvPQPL_V8a6pP1Nq9Xnbeqtwb4n6FYTQMCoAEMGNX9kE-zYp0IA6vz5MMxTz-0OUpF09heXtfn8WH-iTPtzP70C6iQxDbjpsj82LO6yJ_MngEFeC9r58gXtc-x1nRwaDUl1hVQZIs2nsWXAib7cp8pYrO9xkLctPblw32AV0BzsEjjIoG5AvoKU4w09FhLHM7jkrKyVNW0yhtSt12QgBjI150BEBaVG8dLcTnihC29za61TYf9mvc2KMVXoYfrgAQSmnxDZQkhcgySBD5tZzQNm9_Sz8BgyGV-UfLh8P1j12rxSMByJFe-Ratf1svNFgo1gpDCycPCRW8BLkBjm2O0imD_FH2YfEowAufn9YGXDjSWeAwTZV7BxQHDMBI4ELVHkIT03ZcQcMycpdJu-Rpc9czg_ZieQbaPQQ7hqZhhWIY5hu9eRtufrMk0VEUQAvJ5-Mn_ChPyW8swu1MdK3Mb_zB8rSp4KLAaiQMDrGfdMHO204hZ9sm5_H2BdX9JE0L-g0VFzHcVECy78EC7MKR7WSXmA9AlOht1wydnSsQCDGT9eybte-NoG8ZR3Wp280k1BWlHNUDzKyb3_3aI_IlVqSssGbySNVgysq7iD-U0jpzdwdIN30977OkABYknr-5oeA_BffKIg8QU8rpq5_wsX_5XQ9QhAohH8dT5egSi64NiMR6L-ctZ1kc716EobY-7o4PGLZpPEiNnlkGVXmfmlbBJ8DJj7IeE3roDkbfU2hqLTOTSMsseRDnVKQK1wlmdX8VeUPNEfQYgwkF8pAgCQaUsfp5xg4amZ9NETemk5kTVBrABid9qWRpccDSAn0wNnAzh3Vgo3zi1dG72pWNDrmGzO5Q8M8EJkaj0WYs2_7u_4Zx2D13iFkSF2b2PW4oyX5Nq-6ooufS_yKJSY_JIUek-3s4-5d8aqh0r49-9lZwdU1NuG8I6oM8-MIMA6YvYm9CzJr3_ys9bvIOR5W7E2kaYkuGE2ebZTgtfUtGIIiOtDB---3_zQdYAwB9l7kwacGvdp3tXGzaDoSlWvJz1pg_fM1BbW7efyTtEoMKn5fsHo4PYAaXfSxiyD-cTGQWH2funLQAf7ppDU8rxz95d-iu7NrzMmOT76jrnDajxyuQlxdhNhuDWOMC0DO-g3v6vTbrc73uvv3aEaXKtiY3qv&reqid=qGloxPBeRrzan03I&type=CLICK&pos=12,-13%,5.0,Kindle,maydocsach,20806500.0
13,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,3551100,https://tka.tiki.vn/pixel/pixel?data=hriORsvBvOfBP4JrOaO3inhiV2ouO0_A-POWXqetdYWSurU-XFGfIrHxOLeOQOvaTl7qbBf1UIF7-7U4pDHdInBJ-m_pwgLAJcK-FmzbOAHnkKz6LHoKuOJNuMkOHHxWzymB4RwbHR2bqHfI1Ht742uCAeul4OWDgmfpXnIYzBzLzGRYfh_2oYFNrghZRr0Dbxy2I9AGwYukcJqpKnPqKLMeyqUqdvDr_Xeg7WD-t2ur-cAisR56cM0Abb3wiD1-mhVsZT8jtZPKSwmLiorUKGc6YjpL6xTVJfHzwHfOrWDhrXSLVaOCplvsnvxXSr_npplbGxsJnf3Rrbh1lG2W5-Y3TunMmjN73QC4qb7Q3jJ4o1yoVbuLXCj5zRQHW9YPbtNm2xOQgFZSyjGcEyvzRDWkcVh4si9EnkBioCL4fEbkc_nDKVhaz_N85Em1DkJsgo5Sdj8l_uh0n5h5J4B_9xx5ukjZkZiBQaZ3hkfU-th4FhGJkvB-ZnrgoYljtxQwjaC2fWNggwQ2f1mLvNJnWQbecpwppmIJsFaWW9ONR0CWM_TZtVdIlS4RYzhy4W6pqIkSZVXT-CfAkaUgbZTbNF96yJXFsWHFuHxRq2sRegnc27J8sJjgwtcKsb6JXKGKR4rLnr3aQ71wsL5Ir9uqDBAUYI77hTGFIXzQ56wNvncKU2wh7dJyASl-1MLP9G2AY8ewjU4Wu3oyqWKm4A9rbJHWkHQqLFN5dayRw4o6UWslRyC7z9XoQOqXCKNxtyuEGsqs4gTWapkmn396YR75ZI4zLn6uaJ3HFAYJIjk9-3gnCvKTIDFY7IHh_i_QFkT7F1r1KBPZoHd3g-9Vn3FScABzUm5tzA3TJQFNk12-qY-kR0EK2y1ubTLLnSVY_FmQt5kHlNIRSyDrrRwySpBQthvCUgNgn50UZtXuQO1uIpahdqW54-imMWMNH1fVhqm2Nk46fmGNoXgdSBn0Q_dAC1ZqLdy7PDM6si4laBv4XuzppdrdpPzpK7K-hKrEsl7qIUzQ2xngWvjZ2LO42Y3qXyIKt9s1Qn2m7FPT3h0pGlnBSoAeg42FsrKa1wexH1ku48IE3cD5cO0knundyaCHFHAxOQ_m01XNe_Qz1fqgV-0cCVguIfqH&reqid=qGloxPBeRrzan03I&type=CLICK&pos=13,-1%,448.0,Kindle,maydocsach,1590892800.0
14,"Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da FOR KIDS (Bản KIDS, Không Quảng Cáo) - Hàng nhập khẩu",3790000,https://tka.tiki.vn/pixel/pixel?data=BJbR36PJRjpJQ6Dc6k1Avhv2icJaclPEmYgsgqeVgGbiobhLie4AgIcLMSbcKSbJJzIi6-rGQ87oT9djV6C_FFYBxC0J5HEfdeIuieSaN_Yuf0XfQHAtwG6xCNKiXEIV1Y_x2ZFmWW7NcrMrAoRpXGwJponPmJcB-nsURfseYzAh_BszZ1Zh5rIsmO5YJs9Kro3mee58MBzxZE1u2UmckD4liH3PeYRtYpWP6oLQV7MKwohhFle3t6SsWBfhjont3B0BbtlKyjjrM5z1DQ0ZRncst-aazuoadY4LGSdsaPDFM4NDPx4fMSBOdq4pfiFI9D-K0OkziSx6GNBXyiGc1EqAEbtDD1zshRHM3N8JTDz2RoJyhd0QKQLgKmVM5jbkWWpeDqHvxcIjR0PgQIf4SnaQx-ccT18kG-XvFJKHc5su2f4Bm1_IY1AzeNnw5_u30_OzVqTbl6Q2sZztgB0uUkMqWR8e6ZRHp1NdktgcL-ndh4n6jrLHxuIN2A133j0M3blTzH72ACRngSrwjnEmyaZm1MROFZudOfyXbACiXNIbxoVsXGbz15Y019s1LDrAuGc6FWTIY_bKnpj9qJPVY_Mw9zI6FBHwNfHwqmhGpAi5M0RzOS6TNaxXza20q6dJ3rebX6Bg6qJgl_9p7bPvpjniaX-W819sBV81ICOSxYn5378LFMY9bwN9U-4s2CsvWCsXirmoMSmWx2JoG1Pmq4o4HLuRugJrJDGUuU-aM6HTId0VzysApEMoN0aA9uHibv-Pw7Gf-WjItyuwyBNcpcRIIxTR7UiBxuKM9mhqSvp28byPDBVB1GljAOurN_yi2W3016rjup5ujhU2z5akLmnlwlFm9EMipYdnj7zWTDVPN9_w5FuqiXpm0uf18GZoInCiQaohAKm-zHm_jdzkYY2jDCPSldvNYKFC4vVt5kDI_z9A0oCOV3Ui6RyYUDzaLAaJp94dBeZj5gVwDHq3FWZL2ep6yPfi1LrHbfNff22Lfhm_dmu5WWGffMkxmiraLJcV533vS0j7ZJeuMD3ndaDzXrgTOouX6E3rvqrzV5PlDc7H-MN7cXI-lAksDu4BuYOsS5ztZo0WEGj0xXXMIa12_RTxMSygpIxZ3mky4uKgWQwxVd3awIQVoCyxoVG5GHdfhaKBC_KakslRBuzgt4vqR7AC0A6pU0LHlfrDtQFypPc&reqid=qGloxPBeRrzan03I&type=CLICK&pos=14,-3%,3.0,Kindle,maydocsach,11370000.0
15,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,3595000,https://tka.tiki.vn/pixel/pixel?data=aDNMlwHS27n9iKwkweH_Sh9vrP-ay9V03b6051mnDLUhHJ6yjEH4xRz-CLBvTDsAkPsHnHU47XtcgsZVcc-miD2vD-1L0NYE_5ZOSDJz9nfHg78-aCpwtcbcbmhnqL1ahJ4o_aIW0GUgya3bjKRBhbJ6jen5RSD5S_jh-ZLGzZ3Zbelnz3zGIqkAXnqClxiIBvHg2TQPcrezuyChMHO-zRG1x71FnWZI4NDyl1gTV8rTiMg5BF3rMWYIiAdZxsWkKHdJYrzb20GZoWDVCuQGGbdio40Aj1VY0QtEOgCSypHjIDarP5ntUO-rvUHLNCBLFVPGOhiXVPy9LNasURLgX-tyYrsXBJJkbSs63QMo4n-Wma4f38QZpi1cyf03_ZZP0McUQDHIlK0xSF3mgJ63VBtG9RgfOdu9y1Dm23xDESmHqnFrjdDQCnKEo0Le10-bq_xbmn9Wv7NhFap1VZpY81kM9ZhK4PtgsVB1QL8rV1TRD-h7I8pvLyKLL3c3AH7tIve4CjFCCL0AKvz6_t9VWe27jKuClOju3Ij5kYuPIT4SZQiZ3qYMWpy__HTMJT-R87T7cz5_yBay408ebSaPwppluIYA0Ie_lfMJBeEIR7HFG8AGji8LS9U59QB1vzr0V_QMa2Dz8Uz-USWlh0tbU0jayww090DlEamOie2e9VT5yQuTtSU6ugo_Yzl4reiV8QUbCGXKU4GrAO1gCRRU6CWst4pBjYLMMI3JuLTSWy5L6AVX03yVXYdnqJD4IU5JY9j27euSTia0sdNC64dkCkRWxpHRn0C4zydSOxIw_KvSlS_gHsuwKyyDSqMbEUlO3X61KO1wfbnvi44vycxjH6Xh4oJSwaLLMkT48jenGsB0XD0FXGajh3Xv-QF2X5grC9V9uvuDQ_PNztaLb8POf__IfHrcV61zH_IUTLXcC_7FW75NGFMgpBa8fhsM3LColN9rPSvw1lvRCBWco5hRxRtaHJ4NHIYLJ8iuc74pxNmvdcR1YpjjCnKmX3oE74iTl8TAd44zdSN9bB_8eBaoOqhIHZbQ5vyBKLYfmhYzbM-X2XYUQnvXu2qhNES9WtW_D7IPofHXpuMLRtwvY5RmoJOkS4IMDC9HAQFQJj63z3WysVs_XDZJaRRI3alDOXNLqaKKP72CC5dPkKtZ4YS-W-JcXgr0&reqid=qGloxPBeRrzan03I&type=CLICK&pos=15,-9%,468.0,Kindle,maydocsach,1682460000.0
16,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,3490000,https://tiki.vn/combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-hang-nhap-khau-p217706932.html?spid=161964619,-4%,452.0,Kindle,maydocsach,1577480000.0
17,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,3551100,https://tiki.vn/may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-hang-nhap-khau-p252586291.html?spid=252586528,-1%,448.0,Kindle,maydocsach,1590892800.0
18,Máy đọc sách Kindle Oasis Edition 3 (8GB) - Hàng chính hãng,6690000,https://tiki.vn/may-doc-sach-kindle-oasis-edition-3-8gb-hang-chinh-hang-p271218081.html?spid=271218085,-11%,9.0,Kindle,maydocsach,60210000.0
19,Máy đọc sách Kindle Oasis 3 (2019) - Amazon - Hàng nhập khẩu,5790000,https://tiki.vn/may-doc-sach-kindle-oasis-3-2019-amazon-hang-nhap-khau-p43924153.html?spid=173476396,-1%,34.0,Kindle,maydocsach,196860000.0
