,title,price,link_item,index,discount,sales,Unnamed: 0
202,Điện thoại Samsung Galaxy Z Flip4 5G (8GB/128GB) - Hàng chính hãng,20.250.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip4-5g-8gb-128gb-hang-chinh-hang-p196562133.html?spid=208497477,35,,,34.0
203,Điện Thoại Samsung Galaxy A15 (8GB/256GB) - Hàng Chính Hãng,5.475.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a15-8gb-256gb-hang-chinh-hang-p273819438.html?spid=273819440,36,,,35.0
204,Điện thoại Samsung Galaxy A15 LTE (8GB/128GB) - Hàng chính hãng,4.990.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a15-lte-8gb-128gb-hang-chinh-hang-p273683300.html?spid=273683306,37,,,36.0
205,Điện Thoại Samsung Galazy A15 LTE (8GB/128GB),4.690.000₫,https://tiki.vn/dien-thoai-samsung-galazy-a15-lte-8gb-128gb-p273610375.html?spid=273610756,38,,Đã bán 17,37.0
206,Điện Thoại Samsung Galaxy A05 - Hàng Chính Hãng,3.025.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05-hang-chinh-hang-p273610105.html?spid=273610113,39,,,38.0
207,Điện thoại Samsung Galaxy Z Flip4 5G - Hàng chính hãng,20.250.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip4-5g-hang-chinh-hang-p225958846.html?spid=225958853,40,,,39.0
208,Điện Thoại Samsung Galaxy A25 5G 128GB - Hàng Chính Hãng,6.450.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a25-5g-128gb-hang-chinh-hang-p273820622.html?spid=273820626,1,-2%,,0.0
209,Điện Thoại Samsung A54 5G 8GB/256GB - Hàng Chính Hãng,7.939.000₫,https://tiki.vn/dien-thoai-samsung-a54-5g-8gb-256gb-hang-chinh-hang-p273664106.html?spid=273664112,2,-31%,Đã bán 1,1.0
0,Điện Thoại TCL 40SE (4GB/128GB) - Hàng Chính Hãng,2.590.000₫,https://tiki.vn/dien-thoai-tcl-408se-4gb-128gb-hang-chinh-hang-p272163749.html?spid=272163751,1,-24%,Đã bán 4,
1,Điện Thoại TCL 40SE (6GB/256GB) - Hàng Chính Hãng,3.250.000₫,https://tiki.vn/dien-thoai-tcl-40se-8gb-256gb-hang-chinh-hang-p272179114.html?spid=272179116,2,-19%,Đã bán 1,
2,Điện Thoại TCL 408 (4GB/128GB) - Hàng Chính Hãng,2.250.000₫,https://tiki.vn/dien-thoai-tcl-408-4gb-128gb-hang-chinh-hang-p272161147.html?spid=272161152,3,-25%,Đã bán 9,
3,Điện thoại TCL 408 (4GB/64GB) - Hàng Chính Hãng,2.090.000₫,https://tiki.vn/dien-thoai-tcl-408-4gb-64gb-hang-chinh-hang-p272160688.html?spid=272160692,4,-25%,Đã bán 1,
0,Điện thoại chắc chắn Ulefone Power Armor 18T Ultra (chụp ảnh nhiệt Camera FLIR5G 512GB ROM +24GB RAM)- hàng chính hãng,15.990.000₫,https://tiki.vn/dien-thoai-chac-chan-ulefone-power-armor-18t-ultra-chup-anh-nhiet-camera-flir-5g-512gb-rom-24gb-ram-hang-chinh-hang-p273388474.html?spid=273388475,1,,,
1,"Ulefone Armor X 5 ( chống nước,chống va đập,pin 5.000mAh ) hàng chính hãng",3.490.000₫,https://tiki.vn/ulefone-armor-x-chong-nuoc-chong-va-dap-pin-5-500mah-hang-chinh-hang-p29931445.html?spid=29931447,2,,Đã bán 135,
2,"Điện thoại chắc chắn Ulefone Armor X12 Pro(Ram 4GB, Rom 64GB, chống nước,chống va đập,IP68/IP69K, Android 13,CPU MediaTek Helio G36 Octa Core,MÀN HÌNH 5,45 inch, Mạng: 4G, NFC)-hàng chính hãng",3.490.000₫,https://tiki.vn/dien-thoai-chac-chan-ulefone-armor-x12-pro-ram-4gb-rom-64gb-chong-nuoc-chong-va-dap-ip68-ip69k-android-13-cpu-mediatek-helio-g36-octa-core-man-hinh-5-45-inch-mang-4g-nfc-hang-chinh-hang-p271727840.html?spid=271727841,3,,,
3,"Điện thoại chắc chắn Ulefone Armor X13, (Ram 12GB(6Gb+6Gb),Rom 64GB,chống nước,chống va đập IP68/IP69K, Android 13,CPU MediaTek Helio G36 Octa Core,Màn hình 6,52 inch, Mạng: 4G, NFC,OTG)-hàng chính hãng",3.990.000₫,https://tiki.vn/dien-thoai-chac-chan-ulefone-armor-x13-ram-6gb-rom-64gb-chong-nuoc-chong-va-dap-ip68-ip69k-android-13-cpu-mediatek-helio-g36-octa-core-man-hinh-6-52-inch-mang-4g-nfc-otg-hang-chinh-hang-p271730109.html?spid=271730110,4,,Đã bán 1,
4,"Điện thoại ulefone note 16 pro (Ram 16Gb(8+8),rom 128Gb,android 13 , camera 50MP,pin 4.400mAhm, Mở khóa vân tay, Mở khóa bằng khuôn mặt )-hàng chính hãng",5.990.000₫,https://tiki.vn/dien-thoai-ulefone-note-16-pro-ram-16gb-8-8-rom-128gb-android-13-camera-50mp-pin-4-400mahm-mo-khoa-van-tay-mo-khoa-bang-khuon-mat-hang-chinh-hang-p261964853.html?spid=261964854,5,,,
5,"Điện thoại Ulefone Armor 13 (pin khủng,pin 13.200mAh, Ram 8Gb,Rom 256Gb,chống sốc,chống va đập,nội soi,tia hồng ngoại,tia lade,loa to,học online)- hàng chính hãng",9.990.000₫,https://tiki.vn/dien-thoai-ulefone-armor-13-pin-khung-pin-13-200mah-ram-8gb-rom-256gb-chong-soc-chong-va-dap-noi-soi-tia-hong-ngoai-tia-lade-loa-to-hoc-online-hang-chinh-hang-p273430216.html?spid=273430217,6,,,
6,"Điện thoại Ulefone Armor 14 pro (chống nước,chống va đập,pin khủng,pin 10.000mAh,Ram 8Gb,Rom 128Gb)- hàng chính hãng",5.990.000₫,https://tiki.vn/dien-thoai-ulefone-armor-14-chong-nuoc-chong-va-dap-pin-khung-pin-10-000mah-ram-4gb-rom-64gb-p181266509.html?spid=181266510,7,,Đã bán 6,
7,"Điện thoại Ulefone armor 22(chống nước,chống va đập, Màn hình giọt nước 6,58 inch, RAM:8GB,Rom 128GB/256GB,Thẻ nhớ microSD Lên đến 512GB, Camera kép 64MP + 64MP)- hàng chính hãng",5.990.000₫,https://tiki.vn/dien-thoai-ulefone-armor-22-chong-nuoc-chong-va-dap-man-hinh-giot-nuoc-6-58-inch-ram-8gb-rom-128gb-256gb-the-nho-microsd-len-den-512gb-camera-kep-64mp-64mp-hang-chinh-hang-p273360836.html?spid=273360837,8,,,
8,"ulefone Armor 24 (TIÊU CHUẨN MIL-STD-810H ,IP69K, chống nước ,chống sốc,pin 22000mah , màn hình6,78 inch, NFC, Ram24GB(12Gb+12Gb),rom 256GB)-hàng chính hãng",7.990.000₫,https://tiki.vn/ulefone-armor-24-tieu-chuan-mil-std-810h-ip69k-chong-nuoc-chong-soc-pin-22000mah-man-hinh6-78-inch-nfc-ram24gb-12gb-12gb-rom-256gb-p273366296.html?spid=273366297,9,,,
9,"Điện thoại Ulefone Power Armor 19T (Camera chụp ảnh nhiệt FLIR , RAM 17GB + ROM 256GB , Helio G99,sạc nhanh 66W,pin 9600mAh,chống nước,chống sốc)-hàng chính hãng",12.990.000₫,https://tiki.vn/dien-thoai-ulefone-power-armor-19t-camera-chup-anh-nhiet-flir-ram-17gb-rom-256gb-helio-g99-sac-nhanh-66w-pin-9600mah-chong-nuoc-chong-soc-hang-chinh-hang-p273398867.html?spid=273398868,10,,,
10,"Điện Thoại ulefone armor 21(Loa to 122dB Speaker ,pin 9600mAh,sạc nhanh 33W,Màn hình 6.58 in,camera chính 64MP,ban đêm 24MP,Ram 16Gb(8+8),rom 256Gb, điều khiển từ xa đa năng)- hàng chính hãng",6.990.000₫,https://tiki.vn/dien-thoai-ulefone-armor-21-loa-to-122db-speaker-pin-9600mah-sac-nhanh-33w-man-hinh-6-58-in-camera-chinh-64mp-ban-dem-24mp-ram-16gb-8-8-rom-256gb-dieu-khien-tu-xa-da-nang-hang-chinh-hang-p273389282.html?spid=273389283,11,,,
11,"Điện thoại Ulefone armor 14 (Ram 4Gb,Rom 64Gb, Pin khủng,pin 10.000mAh,sạc không dây,chống nước,chống va đập,Màn hình 6,52 Inch,camera 20MP) – hàng chính hãng",4.990.000₫,https://tiki.vn/dien-thoai-ulefone-armor-14-pro-ram-6gb-rom-128gb-pin-khung-pin-10-000mah-sac-khong-day-chong-nuoc-chong-va-dap-man-hinh-6-52-inch-camera-20mp-hang-chinh-hang-p188084558.html?spid=188084559,12,,,
12,"Điện thoại Ulefone Armor 18T (Ram 12Gb,Rom 256Gb,Camera 108MP,camera nhiệt FLIR,Pin 9600 mAh,5G,chống nước,chống va đập)-hàng chính hãng",14.990.000₫,https://tiki.vn/dien-thoai-ulefone-armor-18t-ram-12gb-rom-256gb-camera-108mp-camera-nhiet-flir-pin-9600-mah-5g-chong-nuoc-chong-va-dap-hang-chinh-hang-p273398391.html?spid=273398392,13,,,
13,"Điện thoại siêu bền Ulefone Power Armor X11(chống nước,chống va đập , Ram8 GB(4gb+4gb),Rom 32 GB, NFC, Helio G25, WiFi 2.4G/5G, Pin 8150 Mah,)-hàng chính hãng",3.290.000₫,https://tiki.vn/dien-thoai-sieu-ben-ulefone-power-armor-x11-chong-nuoc-chong-va-dap-ram8-gb-4gb-4gb-rom-32-gb-nfc-helio-g25-wifi-2-4g-5g-pin-8150-mah-hang-chinh-hang-p273650151.html?spid=273650152,14,,,
0,[Mới] Điện thoại vivo V29e 5G (8GB/256GB) - Hàng Chính Hãng - Camera Selfie 50 MP - Vòng Sáng Aura 2.0 - Màn hình AMOLED 6.67,8.690.000₫,https://tiki.vn/moi-dien-thoai-vivo-v29e-5g-8gb-256gb-camera-selfie-50-mp-vong-sang-aura-2-0-man-hinh-amoled-6-67-p272909668.html?spid=272909673,1,-3%,Đã bán 2,
1,Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,4.990.000₫,https://tiki.vn/dien-thoai-vivo-y22s-8gb-128gb-hang-chinh-hang-p195323206.html?spid=195323208,2,-17%,Đã bán 4,
2,[MỚI] Điện thoại vivo Y17s - Hàng chính hãng - Camera 50MP - Pin 5000 mAh - Sạc nhanh- RAM mở rộng đến 8GB,3.790.000₫,https://tiki.vn/moi-dien-thoai-vivo-y17s-camera-50mp-pin-5000-mah-sac-nhanh-ram-mo-rong-den-8gb-p272113804.html?spid=272117302,3,-5%,Đã bán 4,
3,Điện thoại Vivo Y36 (8GB/128GB) - Hàng Chính Hãng - Camera 50MP - Sạc Nhanh 44W,5.490.000₫,https://tiki.vn/moi-dien-thoai-vivo-y36-8gb-128gb-hang-chinh-hang-camera-50mp-sac-nhanh-44w-p270510406.html?spid=270510408,4,-13%,Đã bán 2,
4,Điện thoại VIVO Y02t - Hàng chính hãng - Pin Khủng 5000mAh - Màn hình 6.51HD,2.790.000₫,https://tiki.vn/dien-thoai-vivo-y02t-gia-du-kien-hang-chinh-hang-p264051058.html?spid=264051060,5,-15%,Đã bán 3,
5,Điện thoại Vivo Y33s (8GB/128GB) - Hàng chính hãng,6.069.000₫,https://tiki.vn/dien-thoai-vivo-y33s-8gb-128gb-hang-chinh-hang-p158895857.html?spid=158895861,6,-20%,Đã bán 4,
6,Điện thoại Vivo Y02s (3GB/32GB) - Hàng Chính Hãng,2.799.000₫,https://tiki.vn/dien-thoai-vivo-y02s-3gb-32gb-hang-chinh-hang-p205113403.html?spid=205113405,7,-20%,,
7,Điện Thoại Vivo Y02s (3GB/32GB) - Hàng Chính Hãng,2.799.000₫,https://tiki.vn/dien-thoai-vivo-y02s-3gb-32gb-hang-chinh-hang-p193263880.html?spid=248617427,8,-16%,Đã bán 1,
8,Điện Thoại di động vivo Y16 (4GB/128GB) - Hàng Chính Hãng,3.790.000₫,https://tiki.vn/dien-thoai-vivo-y16-4gb-128gb-hang-chinh-hang-p196193895.html?spid=196193897,9,-42%,Đã bán 4,
9,Điện Thoại Vivo V25 Pro 5G (8GB/128GB) - Hàng Chính Hãng,8.090.000₫,https://tiki.vn/dien-thoai-vivo-v25-pro-5g-8gb-128gb-hang-chinh-hang-p202269832.html?spid=202332195,10,,Đã bán 2,
0,Điện thoại Xiaomi Redmi Note 12S 4G (8GB/256GB) - Hàng chính hãng,4.790.000₫,https://tka.tiki.vn/pixel/pixel?data=by-ofrnwAotf48Pq41OuDb3fkm3XBAUOnQJXIqSkJUbZJD3y_oKTNumAx3hvN1AwQnmEEj4K2-EaR9rY4-2ckiGKMY8dwkveWP5AbnJEIXE1AuKAXIsGZIl-96Oqs9DezBF4IIVWRzQrigjO_MyIHcqG3tO4Blm0u1btfIoMh6anOuj_mM36YCsCj_JMLf3ncO6tu6lN8AFuE1KY_G_wkYZDJ_atCr4yDKEfFCkdH7VLCvrQPO-8lQBzaUyjFdr_fgrKdyJ7sKnotDO7HMiPTo4htWDWOr2vqQ8h36c-VNCuj19cXZDbRRs7M2uA2pQy1OBEjfjVa8SkYMEBUqRw7sKfcNXfwhHW8PJbZ1Ow8nHYdke2oENvcP9VB7ef3mn7jSUYBieO9oGjwPf5o-Q0v07iFmZmQb83GDHv24DLu7kYf4Re3oWjMbN7hF0BaYII8OEJYwLAHpTZml4hzWAoPnteR8nQolNXzSTDvnUO-cQF5ivXiF6fo8h3c7uA3NtO9gydy-tAjj2UJJST2K-HnmyQJ_ZzpzCn9tkFFj5EYEuaE_FtHaDs6_1y-u9YFJufgIoV_X8aLnDwfOeYoXJi6fu-xLGOr5IR7RSmEcnAAImN8e1utqK2ygptoudtG4IBvdvjMTlALBWFjWh4qeSM3eM2aBrqfo8YGpTvJADwqWeGKiGGglkGdXA4VclCrN6wps9Lq9JMsC6jmwAqtEroNMefUaCUwd6JWbSOsadOn6zgzWZXp-sZLV7dIisE2L48UQn-6rhgMvoQAHrH2D9WcuKZNCZC9n9OtEbV_jqK1r4yUEPT85hE2qDxnXs2D8o9U7k27Pujcr_z0myv03KzgWOj6Wzo_qjDYQIsQcGKekRlWStSUSFck8zlGugq5OLruhpQxGMtOF32QGqWI8k0c4R2D7t1zhp25Ka2vsDSaRaLohDP0QmFix5hP9Vfoe2omCIk9_IRqt28jz2FgZ__L5kJzF4HmeZiFk7X0icCqSQlnPWt0tH_RKMwu7XkT7JxmfF9tonaLA3s6w&reqid=LBNSVWEKUEyDiyM1&type=CLICK&pos=1,1,-28%,Đã bán 58,0.0
1,Điện thoại Xiaomi Redmi 9A (2GB/32GB),1.750.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-9a-2gb-32gb-hang-chinh-hang-p57809866.html?spid=196161253,2,-30%,Đã bán 5k+,1.0
2,Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,4.150.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-8gb-128gb-hang-chinh-hang-p271046571.html?spid=271046583,3,-13%,Đã bán 92,2.0
3,Điện thoại Xiaomi Redmi 10 2022 (4GB/128GB) - Hàng chính hãng,2.750.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10-2022-4gb-128gb-hang-chinh-hang-p272151221.html?spid=272151254,4,-31%,Đã bán 43,3.0
4,Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,3.490.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-4gb-128gb-hang-chinh-hang-p250109584.html?spid=271046178,5,-30%,Đã bán 80,4.0
5,Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2.375.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-10-je-5g-4gb-64gb-man-90hz-chong-nuoc-ip68-hang-nhap-khau-ban-quoc-te-p230155305.html?spid=230155311,6,-40%,Đã bán 98,5.0
6,Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,4.400.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-8gb-128gb-hang-chinh-hang-p250111470.html?spid=250111476,7,-24%,Đã bán 70,6.0
7,Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,2.490.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12c-4gb-64gb-hang-chinh-hang-p244308977.html?spid=248172324,8,-31%,Đã bán 116,7.0
8,Điện thoại Xiaomi Redmi Note 10T 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2.444.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-10t-5g-4gb-64gb-man-90hz-chong-nuoc-ip68-hang-nhap-khau-ban-quoc-te-p230157205.html?spid=230157209,9,-42%,Đã bán 55,8.0
9,Điện thoại Xiaomi Redmi 10C (4GB/128GB),2.950.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10c-4gb-128gb-hang-chinh-hang-p171897574.html?spid=216003203,10,-33%,Đã bán 257,9.0
10,Điện thoại Xiaomi Redmi A1 (2GB/32GB),1.650.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-a1-2gb-32gb-hang-chinh-hang-p198648645.html?spid=198648647,11,-34%,Đã bán 159,10.0
11,Điện thoại Xiaomi Redmi 12C (3GB/32GB) - Hàng chính hãng,2.009.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12c-3gb-32gb-hang-chinh-hang-p248590019.html?spid=248590023,12,-44%,Đã bán 49,11.0
12,Điện thoại Xiaomi Redmi Note 12S 4G (8GB/256GB) - Hàng chính hãng,4.790.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12s-4g-8gb-128gb-hang-chinh-hang-p259542697.html?spid=259542703,13,-28%,Đã bán 58,12.0
13,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,2.900.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-13c-6gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p273378164.html?spid=273378170,14,-17%,Đã bán 1,13.0
14,Điện Thoại Xiaomi Redmi Note 12 8GB/128GB - Hàng Chính Hãng,4.459.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-8gb-128gb-hang-chinh-hang-p272056193.html?spid=272056197,15,-23%,Đã bán 6,14.0
15,Điện Thoại Xiaomi Redmi 10C 4GB/128GB - Hàng Chính Hãng,2.850.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10c-4gb-128gb-hang-chinh-hang-p179589103.html?spid=216724978,16,-12%,,15.0
16,Điện thoại Xiaomi Redmi Note 12 Pro 4G (8GB/256GB) - Hàng chính hãng,7.990.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-pro-4g-8gb-256gb-hang-chinh-hang-p258667842.html?spid=258767730,17,-26%,Đã bán 16,16.0
17,Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,8.390.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-pro-5g-8gb-256gb-hang-chinh-hang-p250113073.html?spid=250115036,18,-15%,Đã bán 21,17.0
18,Điện Thoại Xiaomi Redmi Note 12 4GB/128GB - Hàng Chính Hãng,3.689.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-4gb-128gb-hang-chinh-hang-p249890677.html?spid=249890681,19,-4%,Đã bán 123,18.0
19,Điện thoại Xiaomi 13T Pro (12GB/512GB) - Hàng chính hãng,14.500.000₫,https://tiki.vn/dien-thoai-xiaomi-13t-pro-12gb-512gb-hang-chinh-hang-p272397263.html?spid=272397285,20,-16%,Đã bán 1,19.0
20,Điện thoại Xiaomi 12 (8 GB/256 GB) - Hàng chính hãng,12.900.000₫,https://tiki.vn/dien-thoai-xiaomi-12-8-gb-256-gb-hang-chinh-hang-p189932777.html?spid=216971215,21,-26%,Đã bán 1,20.0
21,XIAOMI 13T 5G (12GB-256GB) - Hàng chính hãng,11.500.000₫,https://tiki.vn/xiaomi-13t-5g-12gb-256gb-hang-chinh-hang-p272555368.html?spid=272555467,22,-28%,Đã bán 3,21.0
22,Điện Thoại Xiaomi Redmi 13C 6GB/128GB - Hàng Chính Hãng,2.929.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-13c-6gb-128gb-hang-chinh-hang-p273367316.html?spid=273367318,23,-18%,Đã bán 3,22.0
23,"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) Màn AMOLED 120HZ, Snapdragon 685 , Sạc 33W - Hàng chính hãng",3.699.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-4gb-128gb-man-amoled-120hz-snapdragon-685-sac-33w-hang-chinh-hang-p251514670.html?spid=251514676,24,-40%,Đã bán 10,23.0
24,Điện Thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng Chính Hãng,5.990.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-8gb-128gb-hang-chinh-hang-p263764281.html?spid=263764283,25,-18%,Đã bán 5,24.0
25,Điện thoại Xiaomi POCO C65 (6GB/128GB) - Helio G85 - Màn 90HZ - Hàng chính hãng,2.890.000₫,https://tiki.vn/dien-thoai-xiaomi-poco-c40-6gb-128gb-helio-g85-man-90hz-hang-chinh-hang-p273454566.html?spid=273454572,26,-26%,,25.0
26,"Điện thoại Xiaomi Redmi 12 (4GB/128GB) , Helio G88 , Màn 90HZ - Hàng chính hãng",3.499.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12-4gb-128gb-helio-g88-man-90hz-hang-chinh-hang-p273440662.html?spid=273440665,27,-29%,,26.0
27,Điện thoại Xiaomi Redmi 10 5G (4GB/64GB) - MediaTek Dimensity 700 - Hàng chính hãng,2.890.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10-5g-4gb-64gb-mediatek-dimensity-700-hang-chinh-hang-p262056961.html?spid=262056963,28,-16%,,27.0
28,"Điện thoại Xiaomi Redmi 12 (8GB/128GB) , Helio G88 , Màn 90HZ - Hàng chính hãng",3.947.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12-4gb-128gb-helio-g88-man-90hz-hang-chinh-hang-p273440664.html?spid=273440672,29,-21%,,28.0
29,Điện Thoại Xiaomi Redmi Note 12S 8GB/256GB - Hàng Chính Hãng,4.939.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12s-8gb-256gb-hang-chinh-hang-p270074304.html?spid=270074310,30,-15%,Đã bán 2,29.0
30,Điện thoại Xiaomi Redmi 10 5G (4GB/64GB),2.990.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10-5g-4gb-64gb-hang-chinh-hang-p205544066.html?spid=228990953,31,-24%,Đã bán 2,30.0
31,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,2.943.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-13c-6gb-128gb-hang-chinh-hang-bao-hanh-18-thang-p273373436.html?spid=273373442,32,,Đã bán 1,31.0
32,Điện thoại Xiaomi 13T 12GB-256GB - Hàng Chính Hãng,12.990.000₫,https://tiki.vn/dien-thoai-xiaomi-13t-12gb-256gb-hang-chinh-hang-p273127929.html?spid=273127933,33,,,32.0
33,Điện Thoại Xiaomi Redmi Note 12 Pro 5G 8GB/256GB - Hàng Chính Hãng,9.000.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-pro-5g-8gb-256gb-hang-chinh-hang-p249890023.html?spid=252065720,34,,,33.0
34,Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,4.589.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-8gb-128gb-hang-chinh-hang-p270473116.html?spid=270473122,35,,Đã bán 1,34.0
35,Điện thoại Xiaomi Redmi 12 (4GB-128GB) - Hàng Chính Hãng,3.890.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-12-4gb-128gb-hang-chinh-hang-p270832077.html?spid=270832083,36,,Đã bán 1,35.0
36,"Điện thoại Xiaomi Redmi 13C (6+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",2.982.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-13c-4-128gb-6-74-90hz-media-tek-helio-g85-5000mah-p273411988.html?spid=273412100,37,,,36.0
37,Điện thoại XIAOMI POCO C40 (4GB/64GB) - Hàng chính hãng,3.240.000₫,https://tiki.vn/dien-thoai-xiaomi-poco-c40-4gb-64gb-hang-chinh-hang-p249237203.html?spid=253239951,38,,,37.0
38,Điện thoại Xiaomi Redmi 10 (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,3.552.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10-4gb-64gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p126703130.html?spid=216725173,39,,,38.0
39,Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,3.799.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-4gb-128gb-hang-chinh-hang-p249956458.html?spid=249956464,40,,Đã bán 1,39.0
40,Điện thoại Xiaomi POCO C40 (4 GB/64 GB) - Hàng chính hãng,3.240.000₫,https://tiki.vn/dien-thoai-xiaomi-poco-c40-4-gb-64-gb-hang-chinh-hang-p190542002.html?spid=216725358,41,,,40.0
41,Điện thoại Xiaomi Redmi Note 12S 4G (8GB/256GB) - Hàng chính hãng,4.790.000₫,https://tka.tiki.vn/pixel/pixel?data=5zJZo5qZDtbRN9FcE74OR8vA-ma56LHU_jV_buJf233IlckrvSZvAhj1U1aSVkMKXS3nwQ4TiCmQ7a7P3_nEgTiNq51QwYl6buMaoD2khwnnW9-gSWOqI4qy_n-wKiotgaXEj-BiI5mcnzc-jl3bftZ4S65QdcDP6akQZ5Mv7KWp6WyxOWq-H_J0qpgYgz-mfxcGzzTStTXk8s156hVJQSKv2soUlNkSpADT_Tcq5BG3vwpki1qxzogqYEe1ffyLzYb1SNuqI0SIQEhlRFrK6UnOouetb1TWkFKm9K1r5kIAiHo545Eea7bZujuzHYWD24CphSEcexXCXMQRoYUaNKjTck2VvmEFvirifgiPjLthsbGtG4QAdm48LBqdFU8DzlbUhQrgq151DWC5_d0tkHfgg1sCATulr-qBvBvUoqzY9Judom7t60_mCHbRIMyMb6AE3RpWjKYEUty7HuRcieBceOgri-LB9k40VtOd5CHaMhoAML847pbtfdMLpt6yh65nKIkxLc4y--LUArXizo0beivLHkegY8-K13N8oteBx1fTzbLzFxUUw7YFoEGLMFNr7TCDcpvqC_PmzebA9_-M7TD5rAWi42zcdNwMu6LK0MTGpKuYyXRiEPF-WYgvv9jaKpkozaeUih56HPIICJy_bEkch1PgICIGtZ_2yX0duB_np6cNEDTX5D2kS3LsB26WmstgLwzML9-x1ofcc9asH4p3kvjuHabn-kfwGS9v56sEqhm0-t12SfAjT8OWX0mbnoUGvFijhJSNTFKMUIzayVZ7YEBknCmFZUMQeOP4S_-4llCeoX7zPkHIiT9y0ZzaGAxpQOZ7HSV-Yv62a2kySydBowDCM0msFrJphJhHeHArYMX_YCQQORBmJQLab9xngGzqHR_3_rz77HR-q1dBveGnGEYQsU67tSygDKVF3-C_2V19YsfXgpRVscCRQ170ST9b3xgB6Xre_kC0aTIj6RhLNY1oYjAAUS6GPZy689vqwIQL_S42CTlP63pXNRUNPmnvTp3kLw&reqid=XejBE3fY5DrfvNvK&type=CLICK&pos=41,1,-28%,Đã bán 58,0.0
42,Điện Thoại Xiaomi Redmi 10C - Hàng chính hãng,2.850.000₫,https://tiki.vn/dien-thoai-xiaomi-redmi-10c-hang-chinh-hang-p195231233.html?spid=216725149,2,-17%,,1.0
